ORGANIZATION_NAME,LOCATION_NAME,ADDRESS_1,ADDRESS_2,PHONE,EXT,CASE_MANAGEMENT,CRISIS_INTERVENTION,LEGAL_SERVICES,SAFETY_PLANNING,IMMIGRATION_SERVICES,EMERGENCY_OR_TRANSITIONAL_SHELTER,PERMANENT_HOUSING,HEALTH_CARE,MENTAL_HEALTH_COUNSELING,DRUG_ADDICTION_SCREENING_AND_TREATMENT,LANGUAGE_INTERPRETATION,PUBLIC_BENEFITS,JOB_TRAINING_AND_ECONOMIC_EMPOWERMENT,RESTORATIVE_JUSTICE,OTHER_SERVICE,INTIMATE_PARTNER_VIOLENCE,FAMILY_VIOLENCE,SEXUAL_ASSAULT,VIOLENT_CRIME,HATE_CRIME,PROPERTY/FINANCIAL_CRIMES,AGE_0-5,AGE_5-24,AGE_25-60,AGE_60+,ELIGIBILITY_CRITERIA,MAIN_HOURS_OF_OPERATION,WEEKEND_HOURS_OF_OPERATION,SPANISH,ARABIC,BENGALI,CHINESE,FRENCH,HAITIAN-CREOLE,ITALIAN,KOREAN,POLISH,RUSSIAN,URDU,YIDDISH,OTHER_LANGUAGE,WHEELCHAIR_ACCESS,REFERRAL_REQUIRED,ARAB_MIDDLE_EASTERN,ASIAN_PACIFIC_ISLANDER,BLACK_AFRICAN_AMERICAN_AFRICAN,CARIBBEAN_INDO-CARIBBEAN,HISPANIC_LATINO_A_X,SOUTH_ASIAN,JEWISH,HINDU,MUSLIM,SIKH,INDIGENOUS_FIRST_PEOPLE_AMERICAN_INDIAN_NATIVE_AMERICAN,LGBTQ+,TRANSGENDER_AND_GENDER_NONCONFORMING_FOCUS,PEOPLE_WITH_DISABILITIES,BOROUGH,X,Y,WEBSITE
Violence Intervention Program,"Queens Family Justice Center  ","126-02 82nd Avenue  ","Kew Gardens, NY 11415",800-664-5880,,1,1,,1,,1,,,1,,1,,1,,Hotline: 1(800) 664- 5880,1,1,1,,,,,,1,1,Serves victims who are 18 years of age or older,Tuesdays: 9 am - 5 pm,"24 hour services are available ",1,,,,,,,,,,,,"Bilingual hotline (English/ Spanish)<br>
This Program Has Access to Language Line and Therefore can Provide Services in Over 240 Languages
",1,,,,,,1,,,,,,,,,,Queens,1032459,199212,https://www.vipmujeres.org/
Violence Intervention Program,Bronx Family Justice Center,"198 E 161st Street ","Bronx, NY 10451",800-664-5880,,1,1,,1,,1,,,1,,1,,1,,Hotline: 1(800) 664- 5880,1,1,1,,1,,,,1,1,Serves victims who are 18 years of age or older,Tuesdays: 9 am - 5 pm,"24 hour services are available ",1,,,,,,,,,,,,"Bilingual hotline (English/ Spanish)<br>
This Program Has Access to Language Line and Therefore can Provide Services in Over 240 Languages
",1,,,,,,1,,,,,,,,,,Bronx,1006186,240244,https://www.vipmujeres.org/
Voces Latinas,,"37-63C 83rd Street, Suite 1B","Jackson Heights, NY 11372",718-593-4528,,1,1,1,1,1,1,,1,1,1,,1,1,,"HIV Prevention Services, Insurance Navigation, Orders of Protection Assistance",1,,1,1,1,," ",1,1,1,"Serves victims of intimate partner violence, elder abuse, human trafficking, and victims who are HIV positive or experiencing  a history of violence ",Monday - Friday: 10 am - 6 pm,,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Queens,1016715,211812,http://www.voceslatinas.org
"Volunteers of America Greater New York, Inc.",Schwartz Assessment Shelter,"65 Charles Gay Loop ","New York, NY 10035",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,1,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,DHS Prevention Assistance and Temporary Housing (PATH),1,1,1,1,1,1,1,1,1,1,1,1,1,1,Manhattan,1003776,225496,https://www.voa-gny.org/
"Volunteers of America Greater New York, Inc.",Jamaica Employment Shelter,93-05 168th Street,"Jamaica, NY 11433",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,1,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,,DHS Prevention Assistance and Temporary Housing (PATH),1,1,1,1,1,1,1,1,1,1,1,1,1,1,Queens,1042384,196137,https://www.voa-gny.org/
"Volunteers of America Greater New York, Inc.",Cromwell Safe Haven,"1365 Cromwell Avenue  ","Bronx, NY 10452",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,1,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,DHS Prevention Assistance and Temporary Housing (PATH),1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bronx,1006304,245476,https://www.voa-gny.org/
"Volunteers of America Greater New York, Inc.",Regent Family Residence,2720 Broadway,"New York, NY 10025",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,1,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,DHS Prevention Assistance and Temporary Housing (PATH),1,,1,1,1,1,1,1,1,1,1,1,1,1,Manhattan,993182,230663,https://www.voa-gny.org/
"Volunteers of America Greater New York, Inc.",University Family Residence,"1041 University Avenue ","Bronx, NY 10452",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,1,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,DHS Prevention Assistance and Temporary Housing (PATH),1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bronx,1003414,243271,https://www.voa-gny.org/
"Volunteers of America Greater New York, Inc.",Lydia E. Hoffman Family Residence,855 E 175th Street,"Bronx, NY 10460",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,1,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,DHS Prevention Assistance and Temporary Housing (PATH),1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bronx,1014997,245464,https://www.voa-gny.org/
"Volunteers of America Greater New York, Inc.",Bushwick Family Residence,1675 Broadway,"Brooklyn, NY 11207",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,DHS Prevention Assistance and Temporary Housing (PATH),,1,1,,,,,,,,,,,,Brooklyn,1008542,188643,https://www.voa-gny.org/
Volunteer Rape Crisis and Domestic Violence Advocate Program,"Mount Sinai St. Luke's ",1111 Amsterdam Avenue,"New York, NY 10025",212-636-3375,,,1,,1,,,,1,,,1,,,,,1,1,1,,,,,1,1,1,Serves sexual assault and domestic violence victims who are 13 years of age or older,Monday - Friday: 7 pm - 7 am,Saturday - Sunday: 24 hours,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,Manhattan,994768,232748,cvtcnyc.org
Volunteer Rape Crisis and Domestic Violence Advocate Program,"Mount Sinai West ",1000 10th Avenue,"New York, NY 10019",212-523-6800,,,1,,1,,,,1,,,1,,,,,1,1,1,,,,,1,1,1,Serves sexual assault and domestic violence victims who are 13 years of age or older,Monday - Friday: 7 pm - 7 am,Saturday - Sunday: 24 hours,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,Manhattan,987680,219960,cvtcnyc.org
Volunteer Rape Crisis and Domestic Violence Advocate Program,"Lenox Health Greenwich Village ",32 7th Avenue,"New York, NY 11217",646-665-6000,,,1,,1,,,,1,,,1,,,,,1,1,1,,,,,1,1,1,Serves sexual assault and domestic violence victims who are 13 years of age or older,Monday - Friday: 7 pm - 7 am,Saturday - Sunday: 24 hours,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,Manhattan,984071,207869,cvtcnyc.org
Womankind,Manhattan Community Office,"9 Mott Street, Suite 200","New York, NY 10013",212-732-0054,,1,1,1,1,1,1,,,,,,1,1,,"Children Services, English as a Second Language (ESL)",1,1,1,,,,1,1,1,1,"Serves victims of domestic violence, human trafficking, sexual violence and elder abuse","<ul style=""list-style-type:none"">
  <li>Tuesday: 9 am - 5 pm</li>
  <li>Thursday - Friday: 9 am - 5 pm </li>
</ul>",,,,1,1,,,,,,,,,Japanese,,,,1,1,,,,,,,,1,,,,Manhattan,984538,199383,https://www.iamwomankind.org/
Womankind,Brooklyn Community Office,504 62nd Street,"Brooklyn, NY 11220",212-732-0054,,1,1,1,1,1,1,,,,,,1,1,,"Children Services, English as a Second Language (ESL)",1,1,1,,1,,1,1,1,1,"Serves victims of domestic violence, human trafficking, sexual violence and elder abuse","<ul style=""list-style-type:none"">
  <li>Monday: 9 am - 7 pm</li>
  <li>Thursday - Friday: 9 am  -5 pm </li>
</ul>",,,,1,1,,,,,,,1,,"Vietnamese, Punjabi, Hindi, Wenzhounese",,,,1,1,,,,,,,,1,,,,Brooklyn,979479,171755,https://www.iamwomankind.org/
Womankind,Queens Community Office,"86-26 Broadway, 2nd Floor","Elmhurst, NY 11373",212-732-0054,,1,1,1,1,1,1,,,,,,1,1,,"Children Services, English as a Second Language (ESL)",1,1,1,,1,,1,1,1,1,"Serves victims of domestic violence, human trafficking, sexual violence and elder abuse",Monday - Friday: 9 am - 7 pm,Saturday - Sunday: 9 am - 5 pm,1,,1,1,,,,1,,,1,,"Singhalese, Nepali, Tibetan, Hindi, Toishanese, Japanese",,,,,1,,,,,,,,1,,,,Queens,1018198,208113,https://www.iamwomankind.org/
YWCA Brooklyn,YWCA Brooklyn,30 Third Avenue,"Brooklyn, NY 11217",718-875-1190,,1,1,,1,,,1,,,,,,1,,,,,,,1,,,,1,,,Monday - Friday: 9 am - 6 pm,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,Brooklyn,989595,189111,http://www.ywcabklyn.org/
Red Hook Community Justice Center,CARES (Counseling & Restorative Services),88 Visitation Place,"Brooklyn, NY 11231",646-573-4665,,1,1,,1,,,,,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,Brooklyn,981638,186752,https://www.courtinvation.org/red-hook-cares
Council on American-Islamic Relations (CAIR-NY),,46-01 20th Avenue,"Queens, NY, 11105",646-665-7599,,1,,1,,1,,,,,,,,,,"hate crime advocacy with law enforcement and prosecutors ",,,,,1,,,1,1,1,Call to confirm eligibility,Monday - Friday: 9 am - 5 pm,,,1,,,,,,,,,1,,Albanian,1,,1,,,,,1,,,1,,,,,,Queens,1012650,221238,cair-ny.org
Sikh Coalition,,50 Broad Street,"New York, NY 10004",212-655-3095,,1,,1,,,,,,,,1,,,1,,,,,,1,,1,1,1,1,Our services are primarily for the Sikh community,Monday - Friday: 9 am - 6 pm,,,,,,,,,,,,,,Punjabi,1,,,,,,,,,,,1,,,,,Manhattan,980961,196392,https://www.sikhcoalition.org/legal-help/
The LGBT Center,,208 W 13th Street,"New York, NY 10011",212-620-7310,,1,1,1,1,1,,,1,1,1,1,1,1,1," immigrant, undocumented",1,1,1,1,1,1,,1,1,1,"Open elibigibility for most services ",Monday - Friday: 10 am - 6 pm,,1,1,,,1,,,,,,,,,1,,,,,,,,,,,,,1,1,,Manhattan,983919,208165,https://gaycenter.org/
"Arab American Association of New York ",,7111 5th Avenue,"Brooklyn, NY, 11209",718-745-3523,,1,1,,1,1,,,,1,,1,1,,,,1,1,1,1,1,,,1,1,1,,Monday - Friday: 10 am - 5 pm,,1,1,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,Brooklyn,978349,169591,https://www.arabamericanny.org
Disability Rights New York,New York City office,"25 Chapel Street, Suite 1005","Brooklyn, NY 11201",518 432 7861,,,,1,,,,,,,,,,,,Community education,,,,,1,,1,1,1,1,"Diagnosis/designation of disability ",Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,Brooklyn,988110,193374,drny.org
